Skill,Ubicacion_anterior,Ubicacion_final,Estado,Motivo
cs-wiki-librarian,.claude/skills/cs-wiki-librarian,.claude/skill-library-archive/unreviewed/cs-wiki-librarian,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
cs-wiki-linter,.claude/skills/cs-wiki-linter,.claude/skill-library-archive/unreviewed/cs-wiki-linter,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
cs-workspace-admin,.claude/skills/cs-workspace-admin,.claude/skill-library-archive/unreviewed/cs-workspace-admin,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
cto-advisor,.claude/skills/cto-advisor,.claude/skill-library-archive/unreviewed/cto-advisor,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
cto-review,.claude/skills/cto-review,.claude/skill-library-archive/unreviewed/cto-review,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
cults-automation,.claude/skills/cults-automation,.claude/skill-library-archive/integrations/cults-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
culture-architect,.claude/skills/culture-architect,.claude/skill-library-archive/unreviewed/culture-architect,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
curated-automation,.claude/skills/curated-automation,.claude/skill-library-archive/integrations/curated-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
currents-api-automation,.claude/skills/currents-api-automation,.claude/skill-library-archive/integrations/currents-api-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
customer-success-manager,.claude/skills/customer-success-manager,.claude/skill-library-archive/unreviewed/customer-success-manager,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
customerio-automation,.claude/skills/customerio-automation,.claude/skill-library-archive/integrations/customerio-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
customgpt-automation,.claude/skills/customgpt-automation,.claude/skill-library-archive/integrations/customgpt-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
customjs-automation,.claude/skills/customjs-automation,.claude/skill-library-archive/integrations/customjs-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
cutt-ly-automation,.claude/skills/cutt-ly-automation,.claude/skill-library-archive/integrations/cutt-ly-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
d2lbrightspace-automation,.claude/skills/d2lbrightspace-automation,.claude/skill-library-archive/integrations/d2lbrightspace-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
dadata-ru-automation,.claude/skills/dadata-ru-automation,.claude/skill-library-archive/integrations/dadata-ru-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
daffy-automation,.claude/skills/daffy-automation,.claude/skill-library-archive/integrations/daffy-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
dailybot-automation,.claude/skills/dailybot-automation,.claude/skill-library-archive/integrations/dailybot-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
dask,.claude/skills/dask,.claude/skill-library-archive/integrations/dask,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
data-engineering,.claude/skills/data-engineering,.claude/skill-library-archive/integrations/data-engineering,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
data-quality-auditor,.claude/skills/data-quality-auditor,.claude/skill-library-archive/unreviewed/data-quality-auditor,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
data-quality-frameworks,.claude/skills/data-quality-frameworks,.claude/skills/02-trading/data-quality-frameworks,activa,Cumple criterios MVP Trading y reduce ruido contextual.
data-storytelling,.claude/skills/data-storytelling,.claude/skill-library-archive/integrations/data-storytelling,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
database-designer,.claude/skills/database-designer,.claude/skill-library-archive/unreviewed/database-designer,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
database-lookup,.claude/skills/database-lookup,.claude/skill-library-archive/integrations/database-lookup,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
database-migration,.claude/skills/database-migration,.claude/skills/01-backend/database-migration,activa,Cumple criterios MVP Trading y reduce ruido contextual.
database-optimization,.claude/skills/database-optimization,.claude/skill-library-archive/integrations/database-optimization,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
database-query,.claude/skills/database-query,.claude/skill-library-archive/integrations/database-query,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
database-schema-designer,.claude/skills/database-schema-designer,.claude/skill-library-archive/unreviewed/database-schema-designer,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
datagma-automation,.claude/skills/datagma-automation,.claude/skill-library-archive/integrations/datagma-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
datamol,.claude/skills/datamol,.claude/skill-library-archive/integrations/datamol,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
datarobot-automation,.claude/skills/datarobot-automation,.claude/skill-library-archive/integrations/datarobot-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
dataset-curation,.claude/skills/dataset-curation,.claude/skill-library-archive/integrations/dataset-curation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
dbt-transformation-patterns,.claude/skills/dbt-transformation-patterns,.claude/skill-library-archive/integrations/dbt-transformation-patterns,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
deadline-funnel-automation,.claude/skills/deadline-funnel-automation,.claude/skill-library-archive/integrations/deadline-funnel-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
deal-desk,.claude/skills/deal-desk,.claude/skill-library-archive/unreviewed/deal-desk,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
debugging-strategies,.claude/skills/debugging-strategies,.claude/skill-library-archive/integrations/debugging-strategies,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
decide,.claude/skills/decide,.claude/skill-library-archive/unreviewed/decide,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
decision-logger,.claude/skills/decision-logger,.claude/skill-library-archive/unreviewed/decision-logger,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
deel-automation,.claude/skills/deel-automation,.claude/skill-library-archive/integrations/deel-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
deep-dive,.claude/skills/deep-dive,.claude/skill-library-archive/integrations/deep-dive,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
deep-research,.claude/skills/deep-research,.claude/skill-library-archive/unreviewed/deep-research,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
deep-work,.claude/skills/deep-work,.claude/skill-library-archive/unreviewed/deep-work,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
deepchem,.claude/skills/deepchem,.claude/skill-library-archive/integrations/deepchem,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
deepgram-automation,.claude/skills/deepgram-automation,.claude/skill-library-archive/integrations/deepgram-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
deepspot-m,.claude/skills/deepspot-m,.claude/skill-library-archive/integrations/deepspot-m,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
deeptools,.claude/skills/deeptools,.claude/skill-library-archive/integrations/deeptools,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
defi-protocol-templates,.claude/skills/defi-protocol-templates,.claude/skill-library-archive/integrations/defi-protocol-templates,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
demio-automation,.claude/skills/demio-automation,.claude/skill-library-archive/integrations/demio-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
demo-video,.claude/skills/demo-video,.claude/skill-library-archive/unreviewed/demo-video,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
dependency-auditor,.claude/skills/dependency-auditor,.claude/skill-library-archive/unreviewed/dependency-auditor,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
dependency-upgrade,.claude/skills/dependency-upgrade,.claude/skill-library-archive/integrations/dependency-upgrade,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
deployment-pipeline-design,.claude/skills/deployment-pipeline-design,.claude/skills/04-operations/deployment-pipeline-design,activa,Cumple criterios MVP Trading y reduce ruido contextual.
